"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body"
"1437182","","5486","08368756","Member","Mr","Patrick","","Ottley-O'Connor","12/03/2020","01/04/2022","Appointed by academy members"
"1437183","","5486","08368756","Trustee","Mrs","Linda","","Parker","12/03/2020","26/07/2022","Appointed by academy members"
"1437184","","5486","08368756","Trustee","Mr","David","","Johnson","12/03/2020","11/03/2024","Appointed by academy members"
"1437185","","5486","08368756","Trustee","Mr","Colin","","McKenzie","12/03/2020","11/03/2024","Appointed by academy members"
"1494432","","5486","08368756","Member","Ms","Sheila","","Cairns","03/12/2020","","Appointed by academy members"
"1561084","","5486","08368756","Trustee","Mrs","Susan","","Taylor","01/09/2013","31/10/2024","Appointed by academy members"
"1606961","","5486","08368756","Trustee","Mr","Terry","","Hart","26/07/2022","25/07/2026","Appointed by academy members"
"1606962","","5486","08368756","Member","Ms","Janice","","Perkins","26/07/2022","","Appointed by academy members"
"1606963","","5486","08368756","Member","Mr","Liam","","Eaglestone","26/07/2022","","Appointed by academy members"
"1607130","","5486","08368756","Member","Mrs","Linda","","Parker","26/07/2022","","Appointed by academy members"
"1611627","","5486","08368756","Trustee","Mr","Bob","","Harrison","12/09/2022","11/09/2026","Appointed by academy members"
"1611934","","5486","08368756","Trustee","Mr","Saeed","","Atcha","12/09/2022","11/09/2026","Appointed by academy members"
"1613039","","5486","08368756","Member","Lord","Jim","","Knight","16/09/2022","","Appointed by academy members"
"1007390","","5487","08881720","Trustee","Mrs","Madeleine","","Freewood","01/07/2014","","N/A"
"1007391","","5487","08881720","Trustee","Mr","Peter","","French","01/07/2014","","N/A"
"1007392","","5487","08881720","Accounting Officer","Mrs","Sue","","Wedgwood","26/11/2015","","N/A"
"1007393","","5487","08881720","Member","Mr","Lichfield Diocesan","","Academies Trust","01/01/1900","","N/A"
"1007394","","5487","08881720","Trustee","Mr","Robert","","Heath","01/01/1900","","N/A"
"1007395","","5487","08881720","Chair of Trustees","Mr","Colin","","Hopkins","01/01/1900","","N/A"
"1007396","","5487","08881720","Trustee","Mr","Adrian","","Richards","01/01/1900","","N/A"
"1007397","","5487","08881720","Chief Financial Officer","Mrs","Helen","","Steel","01/01/1900","","N/A"
"1053279","","5488","09201845","Member","Miss","Gabrielle","","Higgins","03/09/2014","","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1294896","","5488","09201845","Member","Mr","Philip","","Bowden","27/11/2017","","Persons who are appointed by the foundation body or sponsor (if applicable)"
"1305409","","5488","09201845","Accounting Officer","Mr","Mark","","Talbot","01/09/2018","","N/A"
"1314066","","5488","09201845","Trustee","Mr","Tim","","Manly","20/09/2018","19/09/2022","Appointed by academy members"
"1323530","","5488","09201845","Trustee","Mr","Trevor","David","Cristin","22/09/2022","21/09/2026","Appointed by academy members"
"1331689","","5488","09201845","Trustee","Mrs","Angela","Frances","Hamill","20/11/2018","19/11/2022","Appointed by academy members"
"1372966","","5488","09201845","Trustee","Mr","Nicholas","Charles","Taunt","20/06/2019","19/06/2023","Appointed by academy members"
"1390475","","5488","09201845","Chair of Trustees","","Archdeacon Luke","Thomas","Irvine-Capel","14/09/2019","13/09/2023","Appointed by academy members"
"1390488","","5488","09201845","Member","","Archdeacon Luke","Thomas","Irvine-Capel","13/09/2019","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)"
"1408062","","5488","09201845","Member","Mr","Bernard","","Adkins","14/11/2019","","Any additional members appointed by the members of the academy trust"
"1444126","","5488","09201845","Trustee","Mr","William","Idris Griffin","Payne","21/05/2020","20/05/2024","Appointed by academy members"
"1463325","","5488","09201845","Member","Bishop","William","Peter Guy","Hazelwood","10/09/2020","","Appointed by academy members"
"1481781","","5488","09201845","Trustee","Mr","Reginald","Vallance","Webb","04/11/2020","03/11/2024","Appointed by academy members"
"1481789","","5488","09201845","Trustee","Mrs","Sharon","Dawn","Phillips","04/11/2020","03/11/2024","Appointed by academy members"
"1481793","","5488","09201845","Trustee","Mr","Philip","","Hepburn","04/11/2020","03/11/2024","Appointed by academy members"
"1481800","","5488","09201845","Trustee","Mr","James","","Stanbridge","04/11/2020","03/11/2024","Appointed by academy members"
"1518024","","5488","09201845","Shared Chair of Local Governing Body - Group","Mr","David","","Brixey","","","Appointed by foundation/Trust"
"1518030","","5488","09201845","Shared Local Governor - Group","Mr","Steve","","Gough","","03/11/2021","Appointed by foundation/Trust"
"1518033","","5488","09201845","Shared Local Governor - Group","Mrs","Lisa","","Hardy","","","Ex-officio by virtue of office as headteacher/principal"
"1518034","","5488","09201845","Shared Local Governor - Group","Mr","Steve","","Williams","","","Appointed by foundation/Trust"
"1518036","","5488","09201845","Shared Local Governor - Group","Mr","Chris","","Hawker","","","Appointed by foundation/Trust"
"1518039","","5488","09201845","Shared Local Governor - Group","Mrs","Laura","","Turner","","","Appointed by foundation/Trust"
"1518040","","5488","09201845","Shared Local Governor - Group","Mr","Colin","","Gayle","","","Appointed by foundation/Trust"
"1529250","","5488","09201845","Shared Local Governor - Group","","Rhys","","Aldous","","","Appointed by foundation/Trust"
"1531573","","5488","09201845","Chief Financial Officer","Mrs","Tania","","Little","09/07/2021","17/04/2022","N/A"
"1536177","","5488","09201845","Shared Local Governor - Group","Canon","Simon","","Holland","","","Appointed by foundation/Trust"
"1557298","","5488","09201845","Trustee","Reverend","Nicol","","Kinrade","10/11/2021","09/11/2025","Appointed by foundation/Trust"
"1591806","","5488","09201845","Chief Financial Officer","","Stephen","","Barrett","18/04/2022","","N/A"
"1601806","","5488","09201845","Shared Chair of Local Governing Body - Group","","Mandy","","Watson","","","Appointed by foundation/Trust"
"1601808","","5488","09201845","Shared Local Governor - Group","","Stephen","","Barrett","","","Appointed by foundation/Trust"
"1601811","","5488","09201845","Shared Local Governor - Group","","Beruk","","Berhane","","","Appointed by foundation/Trust"
"1601813","","5488","09201845","Shared Local Governor - Group","","Jo","","Djora","","","Appointed by foundation/Trust"
"1601815","","5488","09201845","Shared Local Governor - Group","","Joanna","","Saunders","","","Appointed by foundation/Trust"
"1601818","","5488","09201845","Shared Local Governor - Group","","Alex","","Augustus","","","Ex-officio by virtue of office as headteacher/principal"
"1601819","","5488","09201845","Shared Local Governor - Group","","Paul","","Barnard","","","Appointed by foundation/Trust"
"1007401","","5489","09265723","Accounting Officer","","Jonathan","","Nichols","01/02/2015","","N/A"
"1152598","","5489","09265723","Member","","Liverpool Diocesan","","Board of Education","02/01/2015","","Appointed by foundation/Trust"
"1214943","","5489","09265723","Member","Mr","Frank","","Maguire","15/10/2014","","Appointed by foundation/Trust"
"1214993","","5489","09265723","Member","Mr","Dave","","Cadwallader","15/10/2014","","Appointed by foundation/Trust"
"1334783","","5489","09265723","Trustee","Mrs","Nichola","Joan","James","04/12/2018","03/12/2021","Appointed by GB/board"
"1360288","","5489","09265723","Trustee","Mrs","Lorraine","","Partington","01/05/2017","14/02/2027","Appointed by foundation/Trust"
"1360295","","5489","09265723","Trustee","Mr","Jon","","Everard","01/07/2017","14/02/2027","Appointed by foundation/Trust"
"1360300","","5489","09265723","Trustee","Mr","Robert","","Wyn-Jones","01/05/2017","01/05/2023","Appointed by foundation/Trust"
"1360301","","5489","09265723","Trustee","Mrs","Rajdeep","","Dosanijh","18/08/2018","14/02/2027","Appointed by foundation/Trust"
"1360305","","5489","09265723","Trustee","Miss","Sara","Manyando Nosiku","Ngenda","01/10/2018","14/02/2027","Appointed by foundation/Trust"
"1360322","","5489","09265723","Member","Mr","Chad","","Thompson","31/08/2015","","Appointed by GB/board"
"1360332","","5489","09265723","Member","Mr","Henry","","Mooney","01/09/2015","","Appointed by foundation/Trust"
"1410339","","5489","09265723","Chair of Trustees","Mr","David","","Cadwallader","01/09/2017","01/09/2022","Appointed by foundation/Trust"
"1422098","","5489","09265723","Trustee","Mrs","Katherine","Margaret Newey","Bayes","21/01/2020","13/09/2022","Appointed by academy members"
"1433447","","5489","09265723","Chief Financial Officer","Mr","James","","Ray","29/06/2020","","N/A"
"1460112","","5489","09265723","Trustee","Mr","Kenneth","Richard","Heaton","01/09/2020","31/08/2023","Appointed by foundation/Trust"
"1462518","","5489","09265723","Trustee","Reverend","Nicola","Claire","Milford","16/09/2020","15/09/2023","Appointed by foundation/Trust"
"1523046","","5489","09265723","Member","Ms","Elizabeth","","Bennington","17/05/2021","","Appointed by foundation/Trust"
"1588602","","5489","09265723","Trustee","Ms","Tracy","Dawn","Dove","15/03/2022","15/03/2027","Appointed by academy members"
"1591076","","5489","09265723","Trustee","Mr","Phillip","John Charles","Garrigan","12/04/2022","12/04/2026","Appointed by foundation/Trust"
"1612707","","5489","09265723","Trustee","Ms","Maria","","McShane","13/09/2022","12/09/2026","Appointed by foundation/Trust"
"1612710","","5489","09265723","Trustee","Mr","Stephen","David","Dunkley","13/09/2022","12/09/2026","Appointed by foundation/Trust"
"1612712","","5489","09265723","Trustee","Ms","Angela","","Bellingham","13/09/2022","12/09/2026","Appointed by foundation/Trust"
"1612715","","5489","09265723","Trustee","Mr","Duncan","","Jacques","13/09/2022","12/09/2026","Appointed by foundation/Trust"
"1615699","","5489","09265723","Chair of Trustees","Mr","David","","Cadwallader","15/02/2019","14/02/2027","Appointed by academy members"
"1007407","","5490","09380027","Member","Miss","Rosalind","Noelle","Allsop","09/02/2015","","Appointed by GB/board"
"1007414","","5490","09380027","Member","Mr","Robert","","Jones","09/02/2015","","Appointed by GB/board"
"1007417","","5490","09380027","Chief Financial Officer","Mrs","Victoria","","Marrow","09/02/2015","","N/A"
"1159643","","5490","09380027","Member","Mrs","Diane","","Hancock","09/02/2015","","Original (signatory) members"
"1160292","","5490","09380027","Member","Mr","Allan","","Wilton","09/02/2015","","Appointed by GB/board"
"1160300","","5490","09380027","Member","Dr","Iain","Cameron","Gilchrist","09/02/2015","","Appointed by GB/board"
"1301750","","5490","09380027","Trustee","Mr","Neil","","Cobbe","12/07/2022","12/07/2026","Appointed by GB/board"
"1348139","","5490","09380027","Chair of Trustees","Mrs","Diane","","Hancock","10/02/2019","10/02/2023","Appointed by academy members"
"1348144","","5490","09380027","Trustee","Mr","Christopher","","Hancock","10/02/2019","10/02/2023","Appointed by academy members"
"1348145","","5490","09380027","Trustee","Dr","Iain","Cameron","Gilchrist","10/02/2019","10/02/2023","Appointed by academy members"
"1348159","","5490","09380027","Trustee","Mrs","Victoria","","Marrow","10/02/2019","10/02/2023","Appointed by academy members"
"1429167","","5490","09380027","Trustee","Mrs","Kathryn","Ann","Hill","12/02/2020","12/02/2024","Appointed by academy members"
"1535870","","5490","09380027","Accounting Officer","Mr","Joseph","John","Figg","01/09/2021","","N/A"
"1536632","","5490","09380027","Trustee","Mr","Joseph","","Figg","01/09/2021","","Ex-officio by virtue of office as headteacher/principal"
"1007418","","5494","07699625","Chief Financial Officer","Mrs","Nicola","","Tilley","05/02/2018","","N/A"
"1007419","","5494","07699625","Accounting Officer","Mr","Tim","","Gilson","01/03/2015","","N/A"
"1031199","","5494","07699625","Trustee","Mrs","Fiona","","Orwin","01/09/2018","01/09/2025","Appointed by academy members"
"1031224","","5494","07699625","Trustee","Mr","David","Glyn","Collen","04/04/2019","04/04/2023","Appointed by academy members"
"1031235","","5494","07699625","Trustee","Mr","Graeme","","Martin","04/04/2019","04/04/2023","Appointed by academy members"
"1031240","","5494","07699625","Trustee","Mr","William","","Webster","04/04/2019","04/04/2023","Appointed by academy members"
"1031251","","5494","07699625","Member","Mr","Colin","","Littler","19/05/2016","","Appointed by academy members"
"1248374","","5494","07699625","Trustee","Ms","Karen","","Frost","12/10/2017","12/10/2025","Appointed by GB/board"
"1397004","","5494","07699625","Trustee","Mr","Timothy","","Brown","10/10/2019","10/10/2023","Appointed by GB/board"
"1456657","","5494","07699625","Member","Mr","Richard","","Boggis-Rolfe","26/04/2018","09/11/2021","Appointed by academy members"
"1477758","","5494","07699625","Member","Mr","Martin","","Smith","15/10/2020","","Appointed by academy members"
"1495454","","5494","07699625","Trustee","Lady","Sophie","","Scruton","07/01/2021","07/01/2025","Appointed by GB/board"
"1524609","","5494","07699625","Chair of Trustees","Mr","Richard","","Boggis-Rolfe","18/05/2017","18/05/2025","Appointed by academy members"
"1526430","","5494","07699625","Member","","Jemma","","Kojima","27/05/2021","","Appointed by academy members"
"1533268","","5494","07699625","Trustee","Mr","Ian","","Tucker","15/07/2021","15/07/2025","Appointed by GB/board"
"1625909","","5494","07699625","Trustee","","Richard","","Jefferson","13/10/2022","12/10/2026","Appointed by academy members"
"1007421","","5516","09353480","Member","","South Gloucestershire and Stroud College","","and Stroud College","12/12/2014","","N/A"
"1007422","","5516","09353480","Member","Mrs","Valerie","","Bragg","12/12/2014","","Original (signatory) members"
"1007424","","5516","09353480","Trustee","Mr","Kevin","","Hamblin","12/12/2014","31/12/2021","Original (signatory) members"
"1007426","","5516","09353480","Member","Mr","Ian","","Lewis","29/01/2015","","Foundation/sponsor members"
"1007427","","5516","09353480","Accounting Officer","Mr","Kevin","","Hamblin","01/03/2015","","N/A"
"1007428","","5516","09353480","Chief Financial Officer","Mrs","Jude","","Saunderson","11/03/2015","","N/A"
"1007430","","5516","09353480","Trustee","Mr","Philip","","Eames","01/01/2020","31/12/2023","Appointed by academy members"
