URN,LA,ESTAB,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,PNUMFSMEVER
119626,888,3713,State-funded primary,213,112,101,52.6%,47.4%,2,0.9%,23,10.8%,11,202,0,5.2%,94.8%,0%,30,32,15.0%
119627,888,3715,State-funded primary,210,107,103,51.0%,49.0%,2,1.0%,29,13.8%,32,178,0,15.2%,84.8%,0%,17,24,11.4%
119628,888,3716,State-funded primary,209,95,114,45.5%,54.5%,4,1.9%,13,6.2%,3,206,0,1.4%,98.6%,0%,10,10,4.8%
119629,888,3717,State-funded primary,99,44,55,44.4%,55.6%,4,4.0%,7,7.1%,6,93,0,6.1%,93.9%,0%,20,22,22.2%
119630,888,3718,State-funded primary,31,10,21,32.3%,67.7%,0,0%,12,38.7%,0,31,0,0%,100%,0%,11,11,35.5%
119631,888,3719,State-funded primary,211,107,104,50.7%,49.3%,0,0%,26,12.3%,12,199,0,5.7%,94.3%,0%,19,23,10.9%
119632,888,3720,State-funded primary,205,102,103,49.8%,50.2%,1,0.5%,26,12.7%,4,201,0,2.0%,98.0%,0%,34,40,19.5%
119633,888,3725,State-funded primary,90,47,43,52.2%,47.8%,1,1.1%,4,4.4%,3,87,0,3.3%,96.7%,0%,0,0,0%
119634,888,3726,State-funded primary,102,39,63,38.2%,61.8%,3,2.9%,15,14.7%,1,101,0,1.0%,99.0%,0%,15,16,15.7%
119635,888,3727,State-funded primary,226,108,118,47.8%,52.2%,2,0.9%,14,6.2%,7,219,0,3.1%,96.9%,0%,12,15,6.6%
119636,888,3728,State-funded primary,174,75,99,43.1%,56.9%,3,1.7%,27,15.5%,8,166,0,4.6%,95.4%,0%,29,38,21.8%
119637,888,3729,State-funded primary,243,114,129,46.9%,53.1%,2,0.8%,14,5.8%,6,237,0,2.5%,97.5%,0%,10,12,4.9%
119638,888,3730,State-funded primary,211,101,110,47.9%,52.1%,1,0.5%,17,8.1%,9,202,0,4.3%,95.7%,0%,28,29,13.7%
119639,888,3736,State-funded primary,337,164,173,48.7%,51.3%,4,1.2%,26,7.7%,5,332,0,1.5%,98.5%,0%,43,45,13.4%
119640,888,3738,State-funded primary,182,94,88,51.6%,48.4%,0,0%,17,9.3%,8,174,0,4.4%,95.6%,0%,19,22,12.1%
119641,888,3741,State-funded primary,100,47,53,47.0%,53.0%,1,1.0%,5,5.0%,2,98,0,2.0%,98.0%,0%,4,4,4.0%
119642,888,3742,State-funded primary,285,147,138,51.6%,48.4%,0,0%,13,4.6%,4,281,0,1.4%,98.6%,0%,8,11,3.9%
119643,888,3743,State-funded primary,35,22,13,62.9%,37.1%,0,0%,6,17.1%,0,35,0,0%,100%,0%,2,2,5.7%
119644,888,3744,State-funded primary,172,80,92,46.5%,53.5%,0,0%,32,18.6%,15,157,0,8.7%,91.3%,0%,19,21,12.2%
119645,888,3746,State-funded primary,163,70,93,42.9%,57.1%,4,2.5%,15,9.2%,7,156,0,4.3%,95.7%,0%,19,21,12.9%
119646,888,3747,State-funded primary,168,92,76,54.8%,45.2%,0,0%,15,8.9%,17,151,0,10.1%,89.9%,0%,38,43,25.6%
119647,888,3748,State-funded primary,79,31,48,39.2%,60.8%,1,1.3%,13,16.5%,0,79,0,0%,100%,0%,5,5,6.3%
119648,888,3749,State-funded primary,240,112,128,46.7%,53.3%,5,2.1%,19,7.9%,6,234,0,2.5%,97.5%,0%,47,55,22.9%
119649,889,3751,State-funded primary,214,111,103,51.9%,48.1%,1,0.5%,24,11.2%,3,211,0,1.4%,98.6%,0%,10,13,6.1%
119650,888,3752,State-funded primary,174,84,90,48.3%,51.7%,2,1.1%,20,11.5%,4,170,0,2.3%,97.7%,0%,35,39,22.4%
119651,888,3753,State-funded primary,85,42,43,49.4%,50.6%,2,2.4%,14,16.5%,0,85,0,0%,100%,0%,9,11,12.9%
119652,888,3754,State-funded primary,105,55,50,52.4%,47.6%,2,1.9%,9,8.6%,17,88,0,16.2%,83.8%,0%,13,14,13.3%
119653,888,3755,State-funded primary,217,106,111,48.8%,51.2%,7,3.2%,15,6.9%,23,194,0,10.6%,89.4%,0%,17,19,8.8%
119654,888,3757,State-funded primary,209,86,123,41.1%,58.9%,3,1.4%,18,8.6%,74,135,0,35.4%,64.6%,0%,56,59,28.2%
119655,888,3759,State-funded primary,213,98,115,46.0%,54.0%,6,2.8%,19,8.9%,116,97,0,54.5%,45.5%,0%,57,60,28.2%
119656,888,3762,State-funded primary,225,127,98,56.4%,43.6%,3,1.3%,33,14.7%,78,147,0,34.7%,65.3%,0%,70,75,33.3%
119657,888,3763,State-funded primary,155,78,77,50.3%,49.7%,3,1.9%,38,24.5%,59,96,0,38.1%,61.9%,0%,55,58,37.4%
119658,888,3764,State-funded primary,197,108,89,54.8%,45.2%,2,1.0%,20,10.2%,78,119,0,39.6%,60.4%,0%,67,75,38.1%
119659,888,3765,State-funded primary,119,51,68,42.9%,57.1%,2,1.7%,21,17.6%,7,112,0,5.9%,94.1%,0%,46,49,41.2%
119660,888,3766,State-funded primary,265,131,134,49.4%,50.6%,3,1.1%,22,8.3%,38,227,0,14.3%,85.7%,0%,60,62,23.4%
119661,888,3768,State-funded primary,146,81,65,55.5%,44.5%,2,1.4%,34,23.3%,3,143,0,2.1%,97.9%,0%,66,69,47.3%
119663,888,3771,State-funded primary,137,68,69,49.6%,50.4%,0,0%,27,19.7%,4,132,1,2.9%,96.4%,0.7%,31,35,25.5%
119664,888,3775,State-funded primary,154,77,77,50.0%,50.0%,0,0%,27,17.5%,2,152,0,1.3%,98.7%,0%,15,18,11.7%
119665,888,3776,State-funded primary,208,106,102,51.0%,49.0%,0,0%,10,4.8%,5,203,0,2.4%,97.6%,0%,19,19,9.1%
119666,889,3778,State-funded primary,209,104,105,49.8%,50.2%,5,2.4%,31,14.8%,24,185,0,11.5%,88.5%,0%,23,30,14.4%
119667,889,3779,State-funded primary,171,84,87,49.1%,50.9%,5,2.9%,26,15.2%,2,169,0,1.2%,98.8%,0%,23,31,18.1%
119668,888,3781,State-funded primary,188,102,86,54.3%,45.7%,4,2.1%,6,3.2%,2,186,0,1.1%,98.9%,0%,23,24,12.8%
119669,888,3782,State-funded primary,95,44,51,46.3%,53.7%,0,0%,12,12.6%,0,95,0,0%,100%,0%,6,6,6.3%
119670,888,3783,State-funded primary,217,112,105,51.6%,48.4%,1,0.5%,8,3.7%,16,201,0,7.4%,92.6%,0%,48,48,22.1%
119671,888,3785,State-funded primary,205,103,102,50.2%,49.8%,1,0.5%,6,2.9%,17,187,1,8.3%,91.2%,0.5%,47,52,25.4%
119672,888,3786,State-funded primary,239,110,129,46.0%,54.0%,5,2.1%,9,3.8%,10,229,0,4.2%,95.8%,0%,9,10,4.2%
119673,888,3789,State-funded primary,217,124,93,57.1%,42.9%,5,2.3%,7,3.2%,16,201,0,7.4%,92.6%,0%,23,26,12.0%
119674,888,3790,State-funded primary,205,102,103,49.8%,50.2%,1,0.5%,17,8.3%,20,185,0,9.8%,90.2%,0%,26,26,12.7%
119675,888,3791,State-funded primary,105,44,61,41.9%,58.1%,1,1.0%,6,5.7%,7,98,0,6.7%,93.3%,0%,11,12,11.4%
119676,888,3792,State-funded primary,206,95,111,46.1%,53.9%,3,1.5%,13,6.3%,13,193,0,6.3%,93.7%,0%,7,7,3.4%
119677,888,3793,State-funded primary,285,152,133,53.3%,46.7%,3,1.1%,36,12.6%,21,264,0,7.4%,92.6%,0%,98,98,34.4%
119678,888,3794,State-funded primary,46,20,26,43.5%,56.5%,2,4.3%,4,8.7%,1,45,0,2.2%,97.8%,0%,3,4,8.7%
119679,888,3795,State-funded primary,143,61,82,42.7%,57.3%,1,0.7%,8,5.6%,1,142,0,0.7%,99.3%,0%,3,3,2.1%
119680,888,3796,State-funded primary,97,45,52,46.4%,53.6%,2,2.1%,10,10.3%,2,95,0,2.1%,97.9%,0%,6,7,7.2%
119681,888,3800,State-funded primary,81,43,38,53.1%,46.9%,0,0%,7,8.6%,2,79,0,2.5%,97.5%,0%,5,7,8.6%
119682,888,3801,State-funded primary,352,183,169,52.0%,48.0%,1,0.3%,25,7.1%,8,344,0,2.3%,97.7%,0%,22,23,6.5%
119683,888,3803,State-funded primary,100,54,46,54.0%,46.0%,2,2.0%,10,10.0%,0,100,0,0%,100%,0%,11,12,12.0%
119684,888,3804,State-funded primary,251,130,121,51.8%,48.2%,8,3.2%,12,4.8%,22,229,0,8.8%,91.2%,0%,42,42,16.7%
119685,888,3805,State-funded primary,132,66,66,50.0%,50.0%,2,1.5%,24,18.2%,36,96,0,27.3%,72.7%,0%,17,19,14.4%
119686,888,3807,State-funded primary,49,23,26,46.9%,53.1%,3,6.1%,1,2.0%,0,49,0,0%,100%,0%,2,3,6.1%
119687,888,3808,State-funded primary,190,109,81,57.4%,42.6%,2,1.1%,9,4.7%,0,190,0,0%,100%,0%,2,3,1.6%
119688,888,3809,State-funded primary,39,20,19,51.3%,48.7%,2,5.1%,0,0%,0,39,0,0%,100%,0%,0,0,0%
119689,888,3810,State-funded primary,22,11,11,50.0%,50.0%,0,0%,1,4.5%,1,21,0,4.5%,95.5%,0%,1,1,4.5%
119690,888,3811,State-funded primary,118,62,56,52.5%,47.5%,3,2.5%,16,13.6%,2,116,0,1.7%,98.3%,0%,31,30,25.4%
119691,890,3812,State-funded primary,204,103,101,50.5%,49.5%,4,2.0%,13,6.4%,24,180,0,11.8%,88.2%,0%,29,33,16.2%
119692,890,3813,State-funded primary,204,89,115,43.6%,56.4%,5,2.5%,33,16.2%,8,196,0,3.9%,96.1%,0%,40,43,21.1%
119693,888,3814,State-funded primary,613,323,290,52.7%,47.3%,12,2.0%,67,10.9%,29,584,0,4.7%,95.3%,0%,92,100,16.3%
119694,888,3831,State-funded primary,101,46,55,45.5%,54.5%,0,0%,7,6.9%,0,101,0,0%,100%,0%,4,4,4.0%
119695,888,3833,State-funded primary,224,113,111,50.4%,49.6%,1,0.4%,20,8.9%,5,219,0,2.2%,97.8%,0%,7,11,4.9%
119696,888,3834,State-funded primary,113,56,57,49.6%,50.4%,3,2.7%,9,8.0%,0,113,0,0%,100%,0%,4,5,4.4%
119697,888,3889,State-funded primary,191,95,96,49.7%,50.3%,4,2.1%,18,9.4%,3,188,0,1.6%,98.4%,0%,35,38,19.9%
119698,888,3949,State-funded primary,314,161,153,51.3%,48.7%,5,1.6%,23,7.3%,31,283,0,9.9%,90.1%,0%,35,39,12.4%
119699,888,3953,State-funded primary,276,128,148,46.4%,53.6%,10,3.6%,10,3.6%,5,271,0,1.8%,98.2%,0%,9,13,4.7%
119700,888,3954,State-funded primary,178,86,92,48.3%,51.7%,3,1.7%,24,13.5%,63,115,0,35.4%,64.6%,0%,86,89,50.0%
119701,888,3976,State-funded primary,61,34,27,55.7%,44.3%,2,3.3%,10,16.4%,0,61,0,0%,100%,0%,7,7,11.5%
119702,888,3979,State-funded primary,207,116,91,56.0%,44.0%,4,1.9%,11,5.3%,5,202,0,2.4%,97.6%,0%,9,10,4.8%
119703,888,3980,State-funded primary,209,100,109,47.8%,52.2%,3,1.4%,18,8.6%,23,186,0,11.0%,89.0%,0%,90,92,44.0%
119704,888,3981,State-funded primary,300,138,162,46.0%,54.0%,5,1.7%,20,6.7%,31,269,0,10.3%,89.7%,0%,73,77,25.7%
119705,888,3997,State-funded primary,210,111,99,52.9%,47.1%,2,1.0%,30,14.3%,1,209,0,0.5%,99.5%,0%,14,16,7.6%
119706,889,3999,State-funded primary,200,97,103,48.5%,51.5%,6,3.0%,51,25.5%,68,97,35,34.0%,48.5%,17.5%,57,72,36.0%
119707,888,4000,State-funded secondary,787,347,440,44.1%,55.9%,18,2.3%,33,4.2%,59,728,0,7.5%,92.5%,0%,254,312,39.6%
119714,888,4011,State-funded secondary,863,455,408,52.7%,47.3%,15,1.7%,82,9.5%,4,856,3,0.5%,99.2%,0.3%,153,198,22.9%
119716,888,4013,State-funded secondary,1336,614,722,46.0%,54.0%,13,1.0%,116,8.7%,31,1305,0,2.3%,97.7%,0%,149,196,14.7%
119721,888,4026,State-funded secondary,554,271,283,48.9%,51.1%,5,0.9%,55,9.9%,84,466,4,15.2%,84.1%,0.7%,179,231,41.7%
119722,888,4030,State-funded secondary,829,399,430,48.1%,51.9%,9,1.1%,91,11.0%,60,764,5,7.2%,92.2%,0.6%,127,134,16.2%
119723,888,4036,State-funded secondary,325,156,169,48.0%,52.0%,2,0.6%,23,7.1%,14,311,0,4.3%,95.7%,0%,92,110,33.8%
119740,888,4137,State-funded secondary,1514,793,721,52.4%,47.6%,14,0.9%,121,8.0%,27,1486,1,1.8%,98.2%,0.1%,236,336,22.2%
119743,888,4150,State-funded secondary,770,376,394,48.8%,51.2%,25,3.2%,110,14.3%,28,742,0,3.6%,96.4%,0%,173,230,29.9%
119744,888,4155,State-funded secondary,966,440,526,45.5%,54.5%,12,1.2%,140,14.5%,52,909,5,5.4%,94.1%,0.5%,183,243,25.2%
119749,888,4168,State-funded secondary,783,389,394,49.7%,50.3%,6,0.8%,79,10.1%,16,767,0,2.0%,98.0%,0%,140,195,24.9%
119751,888,4173,State-funded secondary,834,409,425,49.0%,51.0%,11,1.3%,30,3.6%,30,804,0,3.6%,96.4%,0%,179,237,28.4%
119753,888,4184,State-funded secondary,641,322,319,50.2%,49.8%,11,1.7%,100,15.6%,1,640,0,0.2%,99.8%,0%,113,149,23.2%
119757,888,4195,State-funded secondary,818,380,438,46.5%,53.5%,10,1.2%,89,10.9%,111,703,4,13.6%,85.9%,0.5%,197,246,30.1%
119759,888,4232,State-funded secondary,913,449,464,49.2%,50.8%,7,0.8%,49,5.4%,31,882,0,3.4%,96.6%,0%,65,84,9.2%
119765,888,4332,State-funded secondary,775,775,0,100%,0%,13,1.7%,15,1.9%,57,718,0,7.4%,92.6%,0%,79,101,13.0%
119767,888,4402,State-funded secondary,1594,779,815,48.9%,51.1%,21,1.3%,171,10.7%,89,1505,0,5.6%,94.4%,0%,250,269,16.9%
119771,888,4408,State-funded secondary,944,432,512,45.8%,54.2%,11,1.2%,119,12.6%,19,924,1,2.0%,97.9%,0.1%,419,513,54.3%
119773,888,4410,State-funded secondary,607,245,362,40.4%,59.6%,7,1.2%,83,13.7%,196,410,1,32.3%,67.5%,0.2%,227,259,42.7%
119774,888,4411,State-funded secondary,567,273,294,48.1%,51.9%,14,2.5%,94,16.6%,70,497,0,12.3%,87.7%,0%,240,280,49.4%
119775,888,4500,State-funded secondary,921,450,471,48.9%,51.1%,7,0.8%,45,4.9%,12,909,0,1.3%,98.7%,0%,86,115,12.5%
119779,888,4606,State-funded secondary,908,466,442,51.3%,48.7%,7,0.8%,55,6.1%,85,823,0,9.4%,90.6%,0%,119,155,17.1%
119780,888,4609,State-funded secondary,710,355,355,50.0%,50.0%,9,1.3%,80,11.3%,150,557,3,21.1%,78.5%,0.4%,228,266,37.5%
119781,888,4610,State-funded secondary,369,176,193,47.7%,52.3%,7,1.9%,47,12.7%,126,243,0,34.1%,65.9%,0%,153,166,45.0%
119782,888,4621,State-funded secondary,892,455,437,51.0%,49.0%,15,1.7%,126,14.1%,70,822,0,7.8%,92.2%,0%,274,333,37.3%
119784,888,4623,State-funded secondary,743,386,357,52.0%,48.0%,9,1.2%,88,11.8%,47,694,2,6.3%,93.4%,0.3%,157,204,27.5%
119785,888,4624,State-funded secondary,767,360,407,46.9%,53.1%,6,0.8%,69,9.0%,105,662,0,13.7%,86.3%,0%,143,180,23.5%
119788,888,4627,State-funded secondary,818,409,409,50.0%,50.0%,23,2.8%,15,1.8%,13,801,4,1.6%,97.9%,0.5%,82,107,13.1%
119789,888,4628,State-funded secondary,856,461,395,53.9%,46.1%,13,1.5%,54,6.3%,7,845,4,0.8%,98.7%,0.5%,110,167,19.5%
119790,889,4629,State-funded secondary,777,402,375,51.7%,48.3%,6,0.8%,178,22.9%,204,572,1,26.3%,73.6%,0.1%,277,349,44.9%
119792,888,4631,State-funded secondary,715,344,371,48.1%,51.9%,13,1.8%,65,9.1%,11,704,0,1.5%,98.5%,0%,41,57,8.0%
119793,889,4632,State-funded secondary,1069,501,568,46.9%,53.1%,21,2.0%,56,5.2%,56,1013,0,5.2%,94.8%,0%,168,244,22.8%
119794,888,4685,State-funded secondary,875,42,833,4.8%,95.2%,14,1.6%,79,9.0%,46,827,2,5.3%,94.5%,0.2%,62,75,8.6%
119798,888,4717,State-funded secondary,955,498,457,52.1%,47.9%,37,3.9%,303,31.7%,105,850,0,11.0%,89.0%,0%,340,362,37.9%
119799,888,4718,State-funded secondary,797,400,397,50.2%,49.8%,11,1.4%,105,13.2%,16,780,1,2.0%,97.9%,0.1%,170,210,26.3%
119800,888,4721,State-funded secondary,467,237,230,50.7%,49.3%,7,1.5%,86,18.4%,25,442,0,5.4%,94.6%,0%,71,103,22.1%
119801,888,4725,State-funded secondary,1087,535,552,49.2%,50.8%,20,1.8%,30,2.8%,14,1063,10,1.3%,97.8%,0.9%,108,133,12.2%
119802,888,4741,State-funded secondary,902,463,439,51.3%,48.7%,7,0.8%,88,9.8%,25,877,0,2.8%,97.2%,0%,47,75,8.3%
119803,888,4742,State-funded secondary,950,457,493,48.1%,51.9%,17,1.8%,29,3.1%,41,909,0,4.3%,95.7%,0%,109,136,14.3%
119804,888,4797,State-funded secondary,793,403,390,50.8%,49.2%,9,1.1%,86,10.8%,128,665,0,16.1%,83.9%,0%,226,273,34.4%
119805,888,5200,State-funded primary,211,91,120,43.1%,56.9%,1,0.5%,9,4.3%,1,210,0,0.5%,99.5%,0%,17,20,9.5%
119806,888,5201,State-funded primary,334,150,184,44.9%,55.1%,7,2.1%,33,9.9%,20,314,0,6.0%,94.0%,0%,83,93,27.8%
119807,888,5202,State-funded primary,299,144,155,48.2%,51.8%,8,2.7%,19,6.4%,5,294,0,1.7%,98.3%,0%,11,12,4.0%
119808,888,5203,State-funded primary,211,101,110,47.9%,52.1%,3,1.4%,34,16.1%,0,211,0,0%,100%,0%,29,29,13.7%
119813,888,5404,State-funded secondary,851,440,411,51.7%,48.3%,10,1.2%,9,1.1%,18,833,0,2.1%,97.9%,0%,186,244,28.7%
119814,888,5405,State-funded secondary,785,374,411,47.6%,52.4%,13,1.7%,54,6.9%,28,757,0,3.6%,96.4%,0%,54,69,8.8%
119816,888,5407,State-funded secondary,759,379,380,49.9%,50.1%,10,1.3%,75,9.9%,31,728,0,4.1%,95.9%,0%,169,213,28.1%
119817,888,6000,Independent school,741,325,416,43.9%,56.1%,0,0%,128,17.3%,0,0,0,0%,0%,0%,0
119818,888,6044,Independent school,699,326,373,46.6%,53.4%,2,0.3%,86,12.3%,0,0,0,0%,0%,0%,0
119819,888,6001,Independent school,67,26,41,38.8%,61.2%,14,20.9%,1,1.5%,0,0,0,0%,0%,0%,0
119820,888,6002,Independent school,253,127,126,50.2%,49.8%,3,1.2%,17,6.7%,0,0,0,0%,0%,0%,0
119822,888,6004,Independent school,115,49,66,42.6%,57.4%,3,2.6%,10,8.7%,0,0,0,0%,0%,0%,0
119824,888,6006,Independent school,692,349,343,50.4%,49.6%,4,0.6%,84,12.1%,0,0,0,0%,0%,0%,0
119826,889,6000,Independent school,636,352,284,55.3%,44.7%,1,0.2%,81,12.7%,0,0,0,0%,0%,0%,0
119828,888,6009,Independent school,215,106,109,49.3%,50.7%,0,0%,7,3.3%,0,0,0,0%,0%,0%,0
119832,888,6011,Independent school,103,54,49,52.4%,47.6%,0,0%,12,11.7%,0,0,0,0%,0%,0%,0
119833,888,6012,Independent school,262,118,144,45.0%,55.0%,6,2.3%,18,6.9%,0,0,0,0%,0%,0%,0
119835,888,6013,Independent school,857,421,436,49.1%,50.9%,0,0%,67,7.8%,0,0,0,0%,0%,0%,0
119836,888,6014,Independent school,629,295,334,46.9%,53.1%,0,0%,56,8.9%,0,0,0,0%,0%,0%,0
119845,888,6020,Independent school,83,17,66,20.5%,79.5%,83,100%,0,0%,0,0,0,0%,0%,0%,0
119848,889,6003,Independent school,139,86,53,61.9%,38.1%,0,0%,0,0%,0,0,0,0%,0%,0%,0
119849,888,6022,Independent school,69,13,56,18.8%,81.2%,69,100%,0,0%,0,0,0,0%,0%,0%,0
119851,888,6024,Independent school,134,60,74,44.8%,55.2%,0,0%,14,10.4%,0,0,0,0%,0%,0%,0
119853,888,6026,Independent school,47,17,30,36.2%,63.8%,47,100%,0,0%,0,0,0,0%,0%,0%,0
119854,888,6027,Independent school,496,232,264,46.8%,53.2%,0,0%,15,3.0%,0,0,0,0%,0%,0%,0
119856,889,6004,Independent school,73,73,0,100%,0%,0,0%,0,0%,0,0,0,0%,0%,0%,0
119861,888,7007,State-funded special school,33,10,23,30.3%,69.7%,33,100%,0,0%,4,29,0,12.1%,87.9%,0%,11,6,18.2%
119866,888,7014,State-funded special school,54,0,54,0%,100%,54,100%,0,0%,1,53,0,1.9%,98.1%,0%,39,44,81.5%
119868,890,7020,State-funded special school,104,46,58,44.2%,55.8%,103,99.0%,1,1.0%,5,99,0,4.8%,95.2%,0%,58,52,50.0%
119871,890,7025,State-funded special school,118,33,85,28.0%,72.0%,118,100%,0,0%,4,113,1,3.4%,95.8%,0.8%,82,78,66.1%
119873,888,7028,State-funded special school,34,0,34,0%,100%,34,100%,0,0%,0,34,0,0%,100%,0%,19,23,67.6%
119876,888,7034,State-funded special school,153,45,108,29.4%,70.6%,153,100%,0,0%,2,151,0,1.3%,98.7%,0%,69,78,51.0%
119877,888,7037,State-funded special school,172,51,121,29.7%,70.3%,172,100%,0,0%,7,165,0,4.1%,95.9%,0%,47,53,30.8%
119878,888,7040,State-funded special school,105,23,82,21.9%,78.1%,105,100%,0,0%,0,105,0,0%,100%,0%,47,52,49.5%
119879,888,7044,State-funded special school,90,13,77,14.4%,85.6%,90,100%,0,0%,0,90,0,0%,100%,0%,60,63,70.0%
119880,888,7049,State-funded special school,112,19,93,17.0%,83.0%,112,100%,0,0%,8,104,0,7.1%,92.9%,0%,51,63,56.2%
119883,888,7060,State-funded special school,150,49,101,32.7%,67.3%,149,99.3%,1,0.7%,27,123,0,18.0%,82.0%,0%,56,52,34.7%
119887,888,7076,State-funded special school,99,30,69,30.3%,69.7%,99,100%,0,0%,3,96,0,3.0%,97.0%,0%,34,30,30.3%
119889,888,7089,State-funded special school,124,42,82,33.9%,66.1%,124,100%,0,0%,9,115,0,7.3%,92.7%,0%,40,41,33.1%
119892,888,7097,State-funded special school,110,43,67,39.1%,60.9%,110,100%,0,0%,9,101,0,8.2%,91.8%,0%,37,26,23.6%
119893,888,7098,State-funded special school,64,25,39,39.1%,60.9%,64,100%,0,0%,7,57,0,10.9%,89.1%,0%,24,21,32.8%
119894,888,7099,State-funded special school,112,32,80,28.6%,71.4%,112,100%,0,0%,22,90,0,19.6%,80.4%,0%,42,46,41.1%
119895,888,7100,State-funded special school,68,0,68,0%,100%,68,100%,0,0%,0,68,0,0%,100%,0%,34,48,70.6%
119897,888,7102,State-funded special school,94,29,65,30.9%,69.1%,94,100%,0,0%,1,93,0,1.1%,98.9%,0%,44,42,44.7%
119898,888,7104,State-funded special school,82,11,71,13.4%,86.6%,82,100%,0,0%,1,81,0,1.2%,98.8%,0%,46,56,68.3%
119903,855,2001,State-funded primary,379,193,186,50.9%,49.1%,5,1.3%,43,11.3%,11,368,0,2.9%,97.1%,0%,63,76,20.1%
119906,855,2007,State-funded primary,189,100,89,52.9%,47.1%,1,0.5%,37,19.6%,6,183,0,3.2%,96.8%,0%,45,50,26.5%
119910,855,2017,State-funded primary,92,46,46,50.0%,50.0%,0,0%,13,14.1%,1,91,0,1.1%,98.9%,0%,8,10,10.9%
119912,855,2019,State-funded primary,192,95,97,49.5%,50.5%,4,2.1%,22,11.5%,7,184,1,3.6%,95.8%,0.5%,7,8,4.2%
119913,855,2020,State-funded primary,294,157,137,53.4%,46.6%,7,2.4%,67,22.8%,43,251,0,14.6%,85.4%,0%,76,82,27.9%
119914,855,2023,State-funded primary,206,103,103,50.0%,50.0%,2,1.0%,12,5.8%,4,202,0,1.9%,98.1%,0%,29,40,19.4%
119915,855,2024,State-funded primary,435,222,213,51.0%,49.0%,16,3.7%,58,13.3%,18,415,2,4.1%,95.4%,0.5%,57,68,15.6%
119916,855,2025,State-funded primary,211,111,100,52.6%,47.4%,1,0.5%,31,14.7%,4,207,0,1.9%,98.1%,0%,17,22,10.4%
119917,855,2026,State-funded primary,197,113,84,57.4%,42.6%,6,3.0%,14,7.1%,1,196,0,0.5%,99.5%,0%,17,20,10.2%
119918,855,2028,State-funded primary,111,54,57,48.6%,51.4%,2,1.8%,10,9.0%,1,110,0,0.9%,99.1%,0%,9,9,8.1%
119921,855,2032,State-funded primary,405,195,210,48.1%,51.9%,11,2.7%,43,10.6%,5,396,4,1.2%,97.8%,1.0%,32,36,8.9%
119923,855,2036,State-funded primary,96,53,43,55.2%,44.8%,3,3.1%,5,5.2%,4,92,0,4.2%,95.8%,0%,10,10,10.4%
119925,855,2042,State-funded primary,204,106,98,52.0%,48.0%,0,0%,23,11.3%,6,198,0,2.9%,97.1%,0%,23,24,11.8%
119926,855,2043,State-funded primary,109,50,59,45.9%,54.1%,1,0.9%,15,13.8%,1,108,0,0.9%,99.1%,0%,5,5,4.6%
119928,855,2045,State-funded primary,382,186,196,48.7%,51.3%,28,7.3%,52,13.6%,44,338,0,11.5%,88.5%,0%,78,91,23.8%
119929,855,2046,State-funded primary,289,129,160,44.6%,55.4%,25,8.7%,18,6.2%,28,261,0,9.7%,90.3%,0%,40,40,13.8%
119930,855,2049,State-funded primary,169,91,78,53.8%,46.2%,2,1.2%,7,4.1%,11,158,0,6.5%,93.5%,0%,35,36,21.3%
119931,855,2051,State-funded primary,316,155,161,49.1%,50.9%,5,1.6%,79,25.0%,6,310,0,1.9%,98.1%,0%,50,57,18.0%
119932,855,2053,State-funded primary,215,102,113,47.4%,52.6%,1,0.5%,11,5.1%,29,186,0,13.5%,86.5%,0%,20,23,10.7%
119934,855,2056,State-funded primary,47,21,26,44.7%,55.3%,2,4.3%,10,21.3%,2,45,0,4.3%,95.7%,0%,12,12,25.5%
119936,855,2068,State-funded primary,395,197,198,49.9%,50.1%,6,1.5%,53,13.4%,14,379,2,3.5%,95.9%,0.5%,27,35,8.9%
119942,855,2078,State-funded primary,239,115,124,48.1%,51.9%,28,11.7%,50,20.9%,5,234,0,2.1%,97.9%,0%,35,45,18.8%
119944,855,2082,State-funded primary,207,105,102,50.7%,49.3%,0,0%,23,11.1%,3,204,0,1.4%,98.6%,0%,21,26,12.6%
119949,855,2090,State-funded primary,182,96,86,52.7%,47.3%,1,0.5%,2,1.1%,2,180,0,1.1%,98.9%,0%,8,9,4.9%
119952,855,2096,State-funded primary,94,45,49,47.9%,52.1%,2,2.1%,12,12.8%,0,90,4,0%,95.7%,4.3%,4,5,5.3%
119953,855,2097,State-funded primary,89,51,38,57.3%,42.7%,1,1.1%,4,4.5%,2,86,1,2.2%,96.6%,1.1%,4,4,4.5%
119954,855,2104,State-funded primary,72,36,36,50.0%,50.0%,0,0%,19,26.4%,6,66,0,8.3%,91.7%,0%,16,18,25.0%
119956,855,2115,State-funded primary,202,99,103,49.0%,51.0%,5,2.5%,21,10.4%,14,188,0,6.9%,93.1%,0%,23,32,15.8%
119957,855,2116,State-funded primary,190,100,90,52.6%,47.4%,9,4.7%,43,22.6%,44,145,1,23.2%,76.3%,0.5%,57,72,37.9%
119958,855,2120,State-funded primary,128,58,70,45.3%,54.7%,3,2.3%,11,8.6%,32,96,0,25.0%,75.0%,0%,32,32,25.0%
