RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,926,5406,137621,Sheringham High School,Academy - Converter Mainstream,0,0,,3,-5,54,70%,0%,69%,19%,17%,2%,2%,54,70%,-5,3,0,0%,NA,NA,0,0%,NA,NA,57%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,926,6905,135650,The Open Academy,Academy - Sponsor Led Mainstream,0,0,,3,-5,39,46%,0%,46%,3%,3%,0%,0%,25,44%,-13,3,0,0%,NA,NA,14,50%,9,3,50%,0%,50%,SUPP,SUPP,0%,0%
1,926,6907,136186,Ormiston Victory Academy,Academy - Sponsor Led Mainstream,0,0,,3,0,43,63%,0%,63%,5%,7%,0%,0%,38,68%,3,3,0,0%,NA,NA,5,SUPP,SUPP,SUPP,60%,0%,60%,0%,0%,0%,0%
1,926,6910,136204,The Thetford Academy,Academy - Sponsor Led Mainstream,0,0,,3,-12,41,44%,2%,39%,0%,0%,0%,2%,32,50%,-10,3,6,33%,-8,3,3,SUPP,SUPP,SUPP,33%,SUPP,22%,0%,0%,0%,SUPP
1,926,8000,130763,The College of West Anglia,Further Education Sector Institution,0,0,,4,-11,480,36%,1%,33%,3%,1%,0%,2%,48,50%,-16,4,47,15%,-28,4,385,37%,-9,4,37%,1%,35%,1%,1%,0%,1%
1,926,8003,130764,Norwich City College of Further and Higher Education,Further Education Sector Institution,0,0,,4,-12,988,42%,1%,39%,4%,3%,SP,2%,388,57%,-12,4,65,2%,-35,4,535,36%,-10,4,30%,0%,30%,2%,2%,SUPP,0%
1,926,8600,145749,East Norfolk Sixth Form College,Academy 16-19 Converter,0,0,,4,-8,599,56%,1%,51%,7%,6%,1%,3%,531,59%,-7,4,0,0%,NA,NA,68,29%,-11,3,51%,1%,45%,3%,3%,1%,5%
LA,926,,,,,,,,NA,-8,4822,56%,1%,52%,11%,9%,1%,2%,3306,66%,-6,NA,307,19%,-22,NA,1209,36%,-9,NA,57%,2%,54%,12%,10%,1%,2%
1,935,4000,136990,Bury St Edmunds County Upper School,Academy - Converter Mainstream,0,0,,3,-3,91,76%,7%,68%,25%,21%,2%,1%,91,76%,-3,3,0,0%,NA,NA,0,0%,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4003,137321,Felixstowe Academy,Academy - Sponsor Led Mainstream,0,0,,3,-7,47,57%,2%,53%,9%,9%,2%,2%,47,57%,-7,3,0,0%,NA,NA,0,0%,NA,NA,78%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4008,138506,Ormiston Sudbury Academy,Academy - Sponsor Led Mainstream,0,0,,3,-8,29,59%,0%,55%,0%,0%,0%,3%,26,62%,-9,3,3,SUPP,SUPP,SUPP,0,0%,NA,NA,57%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4019,141639,Thomas Gainsborough School,Academy - Converter Mainstream,0,0,,3,-4,97,66%,1%,65%,8%,7%,0%,0%,97,66%,-4,3,0,0%,NA,NA,0,0%,NA,NA,90%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,935,4024,124802,Thurston Community College,Community School,0,0,,3,-1,124,75%,2%,73%,16%,15%,2%,1%,124,75%,-1,3,0,0%,NA,NA,0,0%,NA,NA,58%,SUPP,50%,0%,0%,0%,SUPP
1,935,4033,139867,Mildenhall College Academy,Academy - Converter Mainstream,0,0,,4,-16,73,48%,1%,47%,3%,1%,0%,0%,73,48%,-16,4,0,0%,NA,NA,0,0%,NA,NA,29%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,935,4036,136271,Hartismere School,Academy - Converter Mainstream,0,0,,3,-3,106,73%,4%,69%,21%,18%,1%,0%,106,73%,-3,3,0,0%,NA,NA,0,0%,NA,NA,75%,13%,63%,13%,0%,SUPP,0%
1,935,4040,136782,Thomas Mills High School,Academy - Converter Mainstream,0,0,,3,-1,109,74%,2%,72%,24%,21%,1%,1%,109,74%,-1,3,0,0%,NA,NA,0,0%,NA,NA,57%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4056,137055,Sir John Leman High School,Academy - Converter Mainstream,0,0,,3,-10,85,61%,0%,61%,6%,4%,0%,0%,85,61%,-10,4,0,0%,NA,NA,0,0%,NA,NA,19%,0%,19%,6%,0%,0%,0%
1,935,4075,136998,Bungay High School,Academy - Converter Mainstream,0,0,,4,-12,70,60%,1%,57%,13%,9%,0%,1%,64,63%,-11,3,6,33%,-17,3,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4076,136834,Farlingaye High School,Academy - Converter Mainstream,0,0,,3,-1,201,79%,2%,76%,38%,34%,SP,SP,201,79%,-1,3,0,0%,NA,NA,0,0%,NA,NA,71%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4090,124840,Northgate High School,Community School,0,0,,3,-2,200,76%,3%,72%,20%,16%,1%,1%,200,76%,-2,3,0,0%,NA,NA,0,0%,NA,NA,67%,0%,67%,13%,7%,0%,0%
1,935,4092,136827,Copleston High School,Academy - Converter Mainstream,0,0,,3,-5,138,67%,10%,57%,9%,7%,0%,0%,138,67%,-5,3,0,0%,NA,NA,0,0%,NA,NA,92%,8%,83%,17%,8%,0%,0%
1,935,4099,136969,Kesgrave High School,Academy - Converter Mainstream,0,0,,3,0,170,70%,9%,61%,8%,6%,1%,1%,170,70%,0,3,0,0%,NA,NA,0,0%,NA,NA,59%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4102,136322,Samuel Ward Academy,Academy - Converter Mainstream,0,0,,3,-3,89,62%,2%,58%,10%,9%,1%,1%,71,66%,-4,3,0,0%,NA,NA,18,44%,0,3,62%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4103,143362,Stowupland High School,Academy - Converter Mainstream,0,0,,3,-10,56,55%,2%,54%,5%,4%,0%,0%,56,55%,-10,3,0,0%,NA,NA,0,0%,NA,NA,33%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,935,4600,124861,St Benedict's Catholic School,Voluntary Aided School,0,0,,3,2,68,79%,1%,78%,31%,26%,0%,0%,68,79%,2,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,935,4603,137849,St Alban's Catholic High School,Academy - Converter Mainstream,0,0,,3,5,74,77%,5%,72%,19%,16%,0%,0%,74,77%,5,3,0,0%,NA,NA,0,0%,NA,NA,69%,0%,69%,8%,8%,0%,0%
1,935,4604,142283,One Sixth Form College,Academy 16-19 Converter,0,0,,4,-6,690,58%,4%,53%,7%,6%,SP,1%,591,62%,-5,4,43,26%,-18,4,56,39%,-7,3,55%,2%,52%,6%,4%,0%,1%
1,935,8000,130818,West Suffolk College,Further Education Sector Institution,0,0,,4,-6,558,41%,2%,37%,2%,1%,0%,1%,103,44%,-16,4,74,24%,-16,4,381,44%,-2,3,46%,0%,45%,1%,1%,0%,1%
1,935,8003,130820,Suffolk New College,Further Education Sector Institution,0,0,,4,-11,269,33%,SP,31%,2%,1%,0%,2%,9,0%,-54,5,35,14%,-23,4,225,37%,-7,3,36%,SUPP,35%,4%,SUPP,0%,SUPP
LA,935,,,,,,,,NA,-5,3593,60%,3%,56%,12%,10%,0%,1%,2738,68%,-4,NA,163,23%,-18,NA,692,41%,-4,NA,61%,3%,57%,12%,11%,0%,1%
1,301,4004,141178,The Warren School,Academy - Sponsor Led Mainstream,0,0,,2,13,126,75%,2%,71%,10%,9%,0%,2%,117,77%,13,2,9,56%,10,3,0,0%,NA,NA,70%,SUPP,64%,6%,6%,0%,SUPP
1,301,4005,140945,Elutec,Free School - UTC ,0,0,,3,5,35,63%,3%,54%,6%,6%,3%,6%,22,68%,3,3,12,58%,14,3,1,SUPP,SUPP,SUPP,80%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,301,4021,101241,"Barking Abbey School, A Specialist Sports and Humanities College",Community School,0,0,,2,9,235,80%,3%,76%,18%,17%,0%,1%,234,80%,10,2,0,0%,NA,NA,1,SUPP,SUPP,SUPP,80%,3%,75%,16%,12%,0%,1%
1,301,4023,101243,Eastbrook School,Community School,0,0,,3,2,44,59%,0%,52%,2%,2%,0%,7%,41,63%,5,3,2,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,63%,0%,56%,SUPP,SUPP,0%,6%
1,301,4024,101244,Eastbury Community School,Community School,0,0,,1,18,84,88%,2%,86%,25%,24%,0%,0%,79,87%,15,2,0,0%,NA,NA,5,SUPP,SUPP,SUPP,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,301,4027,101245,Robert Clack School,Community School,0,0,,3,1,152,72%,2%,69%,19%,14%,1%,1%,143,73%,0,3,8,50%,13,3,1,SUPP,SUPP,SUPP,67%,SUPP,65%,27%,20%,SUPP,SUPP
1,301,4028,141683,The Sydney Russell School,Academy - Converter Mainstream,0,0,,3,6,86,81%,0%,81%,21%,21%,1%,0%,82,85%,9,3,0,0%,NA,NA,4,SUPP,SUPP,SUPP,77%,0%,77%,23%,23%,SUPP,0%
1,301,4029,133561,Jo Richardson Community School,Community School,0,0,,2,15,67,88%,1%,87%,18%,19%,0%,0%,67,88%,15,2,0,0%,NA,NA,0,0%,NA,NA,90%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,301,4703,101247,All Saints Catholic School and Technology College,Voluntary Aided School,0,0,,1,21,76,86%,0%,84%,22%,18%,0%,1%,68,84%,15,2,8,100%,72,1,0,0%,NA,NA,80%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,301,4704,136028,Dagenham Park CofE School,Voluntary Controlled School,0,0,,2,14,52,85%,0%,85%,19%,15%,0%,0%,52,85%,14,2,0,0%,NA,NA,0,0%,NA,NA,76%,0%,76%,5%,5%,0%,0%
1,301,8000,130424,Barking and Dagenham College,Further Education Sector Institution,0,0,,2,6,321,50%,2%,40%,3%,2%,0%,7%,37,65%,16,1,13,38%,-8,3,271,48%,5,3,45%,1%,39%,1%,1%,0%,5%
LA,301,,,,,,,,NA,9,1278,71%,2%,66%,14%,12%,0%,3%,942,79%,10,NA,52,56%,15,NA,284,48%,5,NA,74%,2%,68%,15%,14%,0%,3%
1,302,4004,142627,Menorah High School for Girls,Voluntary Aided School,0,0,,5,-43,30,43%,0%,43%,13%,13%,0%,0%,30,43%,-43,5,0,0%,NA,NA,0,0%,NA,NA,0%,0%,0%,0%,0%,0%,0%
1,302,4012,137361,Whitefield School,Academy - Converter Mainstream,0,0,,3,3,29,62%,0%,62%,3%,3%,0%,0%,29,62%,3,3,0,0%,NA,NA,0,0%,NA,NA,70%,0%,70%,SUPP,SUPP,0%,0%
1,302,4208,137131,Queen Elizabeth's Girls' School,Academy - Converter Mainstream,0,0,,3,9,56,84%,0%,82%,27%,25%,0%,2%,56,84%,9,3,0,0%,NA,NA,0,0%,NA,NA,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,4210,138685,Copthall School,Academy - Converter Mainstream,0,0,,2,14,73,73%,0%,73%,8%,8%,0%,0%,57,86%,19,1,14,14%,-16,3,2,SUPP,SUPP,SUPP,68%,0%,68%,9%,9%,0%,0%
1,302,4211,137388,Christ's College Finchley,Academy - Converter Mainstream,0,0,,3,8,72,76%,0%,76%,17%,14%,1%,0%,71,77%,8,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,70%,0%,70%,5%,5%,SUPP,0%
1,302,4212,136658,East Barnet School,Academy - Converter Mainstream,0,0,,3,7,141,78%,2%,76%,28%,26%,0%,0%,141,78%,7,3,0,0%,NA,NA,0,0%,NA,NA,83%,0%,83%,22%,22%,0%,0%
1,302,4215,136418,The Compton School,Academy - Converter Mainstream,0,0,,3,9,105,88%,1%,87%,29%,25%,1%,0%,104,88%,10,2,0,0%,NA,NA,1,SUPP,SUPP,SUPP,96%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,4752,138051,The Henrietta Barnett School,Academy - Converter Mainstream,0,0,,3,7,125,100%,0%,100%,90%,82%,18%,0%,125,100%,7,3,0,0%,NA,NA,0,0%,NA,NA,100%,0%,100%,78%,78%,11%,0%
1,302,5400,137645,Hendon School,Academy - Converter Mainstream,0,0,,2,14,67,88%,0%,87%,18%,16%,0%,1%,67,88%,14,2,0,0%,NA,NA,0,0%,NA,NA,92%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,5401,136290,"Queen Elizabeth's School, Barnet",Academy - Converter Mainstream,0,0,,3,6,151,99%,0%,99%,93%,89%,15%,0%,151,99%,6,3,0,0%,NA,NA,0,0%,NA,NA,100%,0%,100%,75%,75%,0%,0%
1,302,5402,137386,Mill Hill County High School,Academy - Converter Mainstream,0,0,,2,10,208,88%,0%,88%,37%,30%,1%,1%,208,88%,10,2,0,0%,NA,NA,0,0%,NA,NA,82%,0%,82%,21%,21%,3%,0%
1,302,5404,101361,St Michael's Catholic Grammar School,Voluntary Aided School,0,0,,3,5,123,96%,3%,93%,76%,65%,9%,0%,123,96%,5,3,0,0%,NA,NA,0,0%,NA,NA,82%,0%,82%,82%,64%,0%,0%
1,302,5405,101362,Finchley Catholic High School,Voluntary Aided School,0,0,,2,11,137,87%,2%,85%,28%,24%,0%,0%,137,87%,11,2,0,0%,NA,NA,0,0%,NA,NA,95%,0%,95%,14%,10%,0%,0%
1,302,5406,136308,Ashmole Academy,Academy - Converter Mainstream,0,0,,2,13,180,93%,0%,93%,44%,43%,2%,0%,180,93%,13,2,0,0%,NA,NA,0,0%,NA,NA,97%,0%,97%,48%,48%,3%,0%
1,302,5407,101364,St James' Catholic High School,Voluntary Aided School,0,0,,3,10,84,86%,1%,85%,25%,19%,1%,0%,84,86%,10,2,0,0%,NA,NA,0,0%,NA,NA,91%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,5408,143082,Bishop Douglass School Finchley,Academy - Converter Mainstream,0,0,,2,14,63,86%,0%,84%,29%,25%,0%,2%,63,86%,14,2,0,0%,NA,NA,0,0%,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,5409,137539,Hasmonean High School for Boys,Academy - Converter Mainstream,0,0,,5,-44,122,35%,1%,34%,18%,18%,2%,0%,121,36%,-44,5,0,0%,NA,NA,1,SUPP,SUPP,SUPP,30%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,5427,135747,JCoSS,Voluntary Aided School,0,0,,2,11,137,88%,0%,87%,46%,47%,2%,1%,137,88%,11,2,0,0%,NA,NA,0,0%,NA,NA,80%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,6905,134798,London Academy,Academy - Sponsor Led Mainstream,0,0,,1,18,126,83%,2%,81%,23%,23%,0%,1%,126,83%,18,1,0,0%,NA,NA,0,0%,NA,NA,83%,SUPP,80%,23%,23%,0%,SUPP
1,302,6906,135507,Wren Academy,Academy - Sponsor Led Mainstream,0,0,,3,7,126,88%,1%,87%,40%,38%,3%,0%,126,88%,7,3,0,0%,NA,NA,0,0%,NA,NA,96%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,8000,130425,Barnet and Southgate College,Further Education Sector Institution,0,0,,2,13,399,64%,1%,63%,6%,5%,0%,1%,156,69%,4,3,20,70%,39,1,223,61%,17,2,61%,0%,59%,3%,3%,0%,2%
1,302,8600,130427,Woodhouse College,Further Education Sector Institution,0,0,,2,6,659,92%,1%,90%,50%,45%,2%,SP,659,92%,6,2,0,0%,NA,NA,0,0%,NA,NA,94%,0%,94%,47%,42%,1%,0%
LA,302,,,,,,,,NA,7,3213,83%,1%,82%,38%,35%,3%,0%,2951,86%,6,NA,34,47%,16,NA,228,60%,17,NA,84%,1%,82%,41%,38%,3%,0%
1,303,4000,136369,Bexley Grammar School,Academy - Converter Mainstream,0,0,,3,3,253,88%,6%,82%,42%,35%,2%,0%,253,88%,3,3,0,0%,NA,NA,0,0%,NA,NA,92%,4%,88%,42%,33%,8%,0%
1,303,4001,137769,Townley Grammar School,Academy - Converter Mainstream,0,0,,3,5,246,90%,3%,87%,35%,29%,2%,SP,246,90%,5,3,0,0%,NA,NA,0,0%,NA,NA,89%,SUPP,86%,35%,32%,3%,SUPP
1,303,4002,137138,Bexleyheath Academy,Academy - Sponsor Led Mainstream,0,0,,3,-3,97,58%,1%,54%,5%,5%,0%,3%,89,61%,-2,3,5,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,65%,SUPP,62%,0%,0%,0%,SUPP
1,303,4003,145140,Harris Garrard Academy,Academy - Sponsor Led Mainstream,0,0,,3,8,22,59%,0%,59%,5%,5%,0%,0%,20,65%,12,3,2,SUPP,SUPP,SUPP,0,0%,NA,NA,57%,0%,57%,SUPP,SUPP,0%,0%
1,303,4008,137965,Blackfen School for Girls,Academy - Converter Mainstream,0,0,,4,-15,110,46%,5%,41%,5%,5%,0%,0%,82,49%,-20,4,0,0%,NA,NA,28,39%,-3,3,60%,0%,60%,20%,20%,0%,0%
1,303,4009,137423,Chislehurst and Sidcup Grammar School,Academy - Converter Mainstream,0,0,,3,2,201,86%,7%,79%,32%,25%,2%,0%,201,86%,2,3,0,0%,NA,NA,0,0%,NA,NA,80%,0%,80%,40%,40%,7%,0%
1,303,4021,136720,Welling School,Academy - Converter Mainstream,0,0,,3,-7,82,57%,1%,56%,4%,2%,0%,0%,82,57%,-7,3,0,0%,NA,NA,0,0%,NA,NA,57%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,303,4030,138686,Cleeve Park School,Academy - Converter Mainstream,0,0,,5,-29,74,31%,1%,27%,3%,3%,0%,3%,73,32%,-29,5,0,0%,NA,NA,1,SUPP,SUPP,SUPP,28%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,303,4603,136538,"Trinity Church of England School, Belvedere",Academy - Converter Mainstream,0,0,,3,10,62,76%,5%,69%,2%,2%,0%,2%,62,76%,10,3,0,0%,NA,NA,0,0%,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,303,5403,136334,Beths Grammar School,Academy - Converter Mainstream,0,0,,3,2,228,83%,4%,79%,24%,19%,0%,SP,228,83%,2,3,0,0%,NA,NA,0,0%,NA,NA,69%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,303,6906,135677,Harris Academy Falconwood,Academy - Sponsor Led Mainstream,1,0,,4,-12,85,58%,1%,56%,13%,13%,0%,0%,85,58%,-12,4,0,0%,NA,NA,0,0%,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,303,6907,135951,Haberdashers' Aske's Crayford Academy,Academy - Sponsor Led Mainstream,0,0,,3,6,54,72%,2%,69%,11%,11%,0%,2%,54,72%,6,3,0,0%,NA,NA,0,0%,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,303,,,,,,,,NA,-2,1648,73%,4%,68%,21%,18%,1%,1%,1581,74%,-2,NA,11,36%,-6,NA,56,32%,-10,NA,73%,4%,68%,22%,18%,1%,1%
1,304,4006,138457,Wembley High Technology College,Academy - Converter Mainstream,0,0,,2,10,130,90%,0%,90%,46%,48%,0%,0%,130,90%,10,2,0,0%,NA,NA,0,0%,NA,NA,87%,0%,87%,37%,37%,0%,0%
1,304,4033,133724,JFS,Voluntary Aided School,0,0,,3,5,218,85%,SP,83%,52%,50%,6%,1%,211,85%,4,3,7,86%,37,2,0,0%,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,5400,136656,Claremont High School,Academy - Converter Mainstream,0,0,,2,15,127,85%,3%,80%,25%,20%,0%,2%,127,85%,15,2,0,0%,NA,NA,0,0%,NA,NA,88%,4%,85%,23%,19%,0%,0%
1,304,5402,137685,Kingsbury High School,Academy - Converter Mainstream,0,0,,2,16,150,85%,1%,84%,23%,21%,2%,0%,122,89%,14,2,0,0%,NA,NA,28,68%,26,1,80%,0%,80%,17%,17%,SUPP,0%
1,304,5403,138609,Queens Park Community School,Academy - Converter Mainstream,0,0,,2,13,113,87%,0%,86%,24%,21%,1%,1%,100,86%,8,3,0,0%,NA,NA,13,92%,50,1,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,5404,137994,Convent of Jesus and Mary Language College,Academy - Converter Mainstream,0,0,,3,8,46,78%,0%,76%,15%,15%,0%,2%,46,78%,8,3,0,0%,NA,NA,0,0%,NA,NA,86%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,5405,138610,Alperton Community School,Academy - Converter Mainstream,0,0,,2,16,119,84%,2%,79%,20%,18%,0%,3%,119,84%,16,1,0,0%,NA,NA,0,0%,NA,NA,79%,0%,76%,12%,12%,0%,3%
1,304,5406,142560,St Gregory's Catholic Science College,Academy - Converter Mainstream,0,0,,3,7,78,79%,0%,79%,27%,24%,0%,0%,77,81%,8,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,67%,0%,67%,29%,24%,0%,0%
1,304,5407,101564,Newman Catholic College,Voluntary Aided School,0,0,,3,2,34,59%,0%,56%,0%,0%,0%,3%,24,67%,3,3,0,0%,NA,NA,10,40%,0,3,54%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,5410,139319,Preston Manor School,Academy - Converter Mainstream,0,0,,2,13,99,88%,0%,86%,25%,26%,1%,2%,99,88%,13,2,0,0%,NA,NA,0,0%,NA,NA,88%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,6905,134226,Capital City Academy,Academy - Sponsor Led Mainstream,0,0,,3,7,69,71%,1%,68%,13%,13%,0%,1%,69,71%,7,3,0,0%,NA,NA,0,0%,NA,NA,68%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,6906,135600,Ark Academy,Academy - Sponsor Led Mainstream,0,0,,1,17,91,93%,1%,91%,26%,23%,2%,1%,91,93%,17,1,0,0%,NA,NA,0,0%,NA,NA,95%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,304,6907,135973,The Crest Academy,Academy - Sponsor Led Mainstream,0,0,,1,33,45,84%,0%,80%,0%,0%,0%,4%,45,84%,33,1,0,0%,NA,NA,0,0%,NA,NA,85%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
LA,304,,,,,,,,NA,12,1337,84%,1%,82%,28%,27%,2%,1%,1278,85%,12,NA,7,86%,37,NA,52,67%,26,NA,86%,1%,84%,33%,31%,2%,1%
1,305,4000,137121,Harris Academy Beckenham,Academy - Sponsor Led Mainstream,1,0,,1,17,52,77%,0%,75%,2%,2%,0%,2%,33,73%,5,3,19,84%,38,2,0,0%,NA,NA,92%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,305,4002,137379,Harris Girls Academy Bromley,Academy - Converter Mainstream,1,0,,3,-5,60,60%,2%,58%,10%,10%,0%,0%,58,59%,-7,3,2,SUPP,SUPP,SUPP,0,0%,NA,NA,54%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,305,4003,143427,Harris Academy Orpington,Academy - Sponsor Led Mainstream,0,0,,3,-10,46,48%,7%,41%,4%,4%,0%,0%,33,61%,-6,3,11,18%,-18,3,2,SUPP,SUPP,SUPP,29%,7%,21%,0%,0%,0%,0%
1,305,4604,136466,Bishop Justus CofE School,Academy - Converter Mainstream,0,0,,2,14,104,85%,5%,79%,8%,7%,0%,1%,103,85%,14,2,0,0%,NA,NA,1,SUPP,SUPP,SUPP,80%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,305,5400,136709,Bullers Wood School,Academy - Converter Mainstream,0,0,,3,3,216,75%,3%,72%,15%,13%,1%,1%,215,76%,3,3,1,SUPP,SUPP,SUPP,0,0%,NA,NA,78%,SUPP,69%,8%,8%,SUPP,SUPP
1,305,5401,136464,Coopers School,Academy - Converter Mainstream,0,0,,4,-12,171,52%,1%,49%,4%,4%,0%,2%,169,53%,-12,4,0,0%,NA,NA,2,SUPP,SUPP,SUPP,62%,0%,59%,0%,0%,0%,3%
1,305,5402,136586,Langley Park School for Boys,Academy - Converter Mainstream,0,0,,3,0,323,81%,4%,76%,37%,33%,2%,SP,323,81%,0,3,0,0%,NA,NA,0,0%,NA,NA,70%,SUPP,67%,33%,27%,3%,SUPP
1,305,5403,136517,Ravens Wood School,Academy - Converter Mainstream,0,0,,3,-5,188,63%,2%,56%,14%,13%,0%,5%,182,64%,-5,3,0,0%,NA,NA,6,17%,-24,3,45%,0%,36%,0%,0%,0%,9%
1,305,5405,136551,Newstead Wood School,Academy - Converter Mainstream,0,0,,3,5,130,93%,2%,91%,57%,52%,3%,0%,130,93%,5,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,305,5407,136644,Hayes School,Academy - Converter Mainstream,0,0,,3,-3,225,72%,2%,68%,20%,15%,1%,2%,225,72%,-3,3,0,0%,NA,NA,0,0%,NA,NA,71%,0%,67%,14%,14%,5%,5%
1,305,5408,136467,Chislehurst School for Girls,Academy - Converter Mainstream,0,0,,3,-9,96,57%,0%,55%,3%,2%,0%,2%,93,58%,-9,3,2,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,305,5409,136545,Charles Darwin School,Academy - Converter Mainstream,0,0,,4,-15,93,52%,2%,47%,5%,3%,0%,2%,93,52%,-15,4,0,0%,NA,NA,0,0%,NA,NA,40%,0%,40%,7%,7%,0%,0%
1,305,5410,101676,St Olave's and St Saviour's Grammar School,Voluntary Aided School,0,0,,3,2,202,95%,SP,94%,86%,77%,13%,0%,202,95%,2,3,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,305,5412,137006,Langley Park School for Girls,Academy - Converter Mainstream,0,0,,3,-3,240,67%,3%,63%,11%,10%,SP,1%,234,68%,-2,3,0,0%,NA,NA,6,0%,-39,3,56%,4%,52%,4%,4%,SUPP,0%
1,305,5413,136540,The Ravensbourne School,Academy - Converter Mainstream,0,0,,3,-3,207,57%,2%,53%,4%,2%,0%,1%,163,66%,2,3,4,SUPP,SUPP,SUPP,40,20%,-21,5,60%,0%,60%,0%,0%,0%,0%
1,305,5418,136355,Darrick Wood School,Academy - Converter Mainstream,0,0,,4,-11,201,61%,2%,57%,15%,12%,0%,1%,201,61%,-11,4,0,0%,NA,NA,0,0%,NA,NA,62%,0%,54%,23%,15%,0%,8%
1,305,8000,130430,London South East Colleges,Further Education Sector Institution,0,0,,4,-15,459,28%,1%,24%,1%,1%,0%,3%,11,9%,-42,5,8,25%,-10,3,440,29%,-14,4,33%,1%,29%,0%,0%,0%,3%
LA,305,,,,,,,,NA,-5,3058,63%,2%,59%,19%,16%,1%,2%,2505,71%,-3,NA,47,51%,9,NA,506,27%,-16,NA,65%,2%,61%,21%,18%,2%,2%
1,202,4000,137181,The UCL Academy,Academy - Sponsor Led Mainstream,0,0,,3,8,81,90%,1%,89%,30%,25%,0%,0%,81,90%,8,3,0,0%,NA,NA,0,0%,NA,NA,84%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
